Mass 1: 5.044511E12 kg
Diameter 1: 8.0912695 m
Mass 2: 4.968899E12 kg
Diameter 2: 8.010815 m

Time (s)	Distance (m)	Gravitational Force (MN)
8.19		261.24		24115.22
8.20		261.12		24137.30
8.21		261.00		24159.56
8.22		260.88		24181.88
8.23		260.76		24204.40
8.23		260.64		24226.97
8.24		260.51		24249.76
8.25		260.39		24272.60
8.26		260.27		24295.68
8.26		260.14		24318.81
8.28		260.02		24342.20
8.28		259.89		24365.63
8.29		259.77		24389.34
8.30		259.64		24413.09
8.31		259.51		24437.15
8.32		259.38		24461.33
8.33		259.26		24485.63
8.34		259.13		24510.05
8.34		259.00		24534.58
8.35		258.87		24559.25
8.36		258.74		24584.02
8.37		258.61		24608.94
8.38		258.47		24633.95
8.39		258.34		24659.13
8.39		258.21		24684.39
8.40		258.08		24709.84
8.41		257.94		24735.37
8.42		257.81		24761.10
8.42		257.68		24786.90
8.44		257.54		24812.92
8.44		257.41		24838.93
8.45		257.27		24865.09
8.46		257.14		24891.22
8.47		257.00		24917.60
8.47		256.87		24943.45
8.49		256.75		24966.59
8.49		256.65		24986.33
8.50		256.56		25003.89
8.51		256.47		25020.53
8.52		256.38		25037.28
8.53		256.30		25054.15
8.54		256.21		25071.12
8.54		256.12		25088.21
8.55		256.04		25105.39
8.56		255.95		25122.70
8.57		255.86		25140.12
8.58		255.77		25157.66
8.58		255.68		25175.29
8.59		255.59		25193.06
8.60		255.50		25210.91
8.61		255.41		25228.92
8.62		255.32		25246.98
8.63		255.22		25265.25
8.63		255.13		25283.57
8.64		255.04		25302.12
8.65		254.95		25320.70
8.66		254.85		25339.53
